,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster
843,A14,24,A31,A49,1559,A61,A74,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,64.95833333333333,7.352441100243583,2.0,0,0,6236,mid_career,medium_term,medium_low_amount,0,0.32755603532456906,0,1559,229.79693658195146,1
111,A13,15,A32,A46,392,A61,A72,4,A92,A101,4,A122,23,A143,A151,1,A173,1,A192,A201,26.133333333333333,5.973809611869261,1.25,0,0,1568,young,medium_term,low_amount,0,0.8847658500376793,0,392,156.07269594664663,1
797,A14,12,A34,A42,1258,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,104.83333333333331,7.138073034044347,1.0,0,0,2516,young,short_term,low_amount,0,0.3527839714674563,0,1258,199.71100624772703,1
667,A14,48,A31,A49,3609,A61,A73,1,A92,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,75.1875,8.191463051326927,4.0,1,0,3609,early_career,very_long_term,medium_high_amount,0,0.3151578728474444,1,3609,511.83214339789214,0
556,A12,18,A30,A40,2278,A62,A72,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,126.55555555555556,7.731492029245684,1.5,0,0,6834,early_career,medium_term,medium_low_amount,1,0.8810937294806526,0,2278,903.209182090617,1
238,A14,12,A34,A43,1291,A61,A73,4,A92,A101,2,A122,35,A143,A152,2,A173,1,A191,A201,107.58333333333331,7.163946684342547,1.0,0,0,5164,early_career,short_term,low_amount,0,0.17305998087212882,0,1291,100.53919588766324,1
732,A12,8,A32,A43,760,A61,A74,4,A92,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,95.0,6.634633357861686,0.6666666666666666,0,0,3040,mid_career,short_term,low_amount,0,0.18250515107337187,0,760,62.416761667093176,1
131,A11,36,A33,A46,6887,A61,A73,4,A93,A101,3,A122,29,A142,A152,1,A173,1,A192,A201,191.30555555555551,8.837536046107568,3.0,1,1,27548,early_career,long_term,high_amount,1,0.9573667948094771,1,6887,2967.023302133791,0
816,A14,6,A32,A44,1338,A63,A73,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,223.0,7.199678345691172,0.5,0,0,1338,senior,short_term,low_amount,0,0.19767587153600244,0,1338,119.02064225182707,1
184,A12,18,A34,A40,884,A61,A75,4,A93,A101,4,A123,36,A141,A152,1,A173,2,A192,A201,49.111111111111114,6.785587645007929,1.5,0,0,3536,mid_career,medium_term,low_amount,1,0.6826629082490875,0,884,271.563304901487,1
325,A11,8,A34,A40,3398,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,424.75,8.131236549696116,0.6666666666666666,0,0,3398,mid_career,short_term,medium_high_amount,0,0.02624955920563245,0,3398,40.13820098133258,1
342,A12,18,A32,A43,3213,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,178.5,8.075271546297458,1.5,0,0,3213,young,medium_term,medium_high_amount,0,0.426834705580868,0,3213,617.138959064098,1
270,A14,18,A32,A40,2662,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,147.88888888888889,7.887208585813932,1.5,0,0,10648,early_career,medium_term,medium_high_amount,0,0.0203041609671466,0,2662,24.32235442254491,1
564,A12,24,A33,A49,4712,A65,A73,4,A93,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,196.33333333333337,8.45807992692373,2.0,0,1,18848,mid_career,medium_term,high_amount,0,0.5391529971122767,1,4712,1143.2200150768715,0
498,A12,18,A32,A43,1301,A61,A75,4,A94,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,72.27777777777777,7.171656822768514,1.5,0,0,5204,early_career,medium_term,low_amount,0,0.6136478582185504,0,1301,359.2601385940504,1
617,A11,6,A34,A40,3676,A61,A73,1,A93,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,612.6666666666666,8.209852481301272,0.5,0,0,3676,mid_career,short_term,medium_high_amount,0,0.3960950160219745,0,3676,655.2203755035503,1
879,A14,30,A34,A43,6742,A65,A74,2,A93,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,224.73333333333332,8.816260208734581,2.5,0,1,13484,mid_career,long_term,high_amount,0,0.027264304977622826,1,6742,82.7171748716099,0
593,A12,24,A32,A40,2718,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,113.25,7.908019444632471,2.0,0,0,8154,young,medium_term,medium_high_amount,1,0.7153610106805056,0,2718,874.9580521633264,1
637,A14,60,A33,A43,15653,A61,A74,2,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,260.8833333333333,9.658481754364784,5.0,1,1,31306,young,very_long_term,high_amount,0,0.4937639995474593,1,15653,3477.9995482123713,0
963,A14,24,A32,A43,2397,A63,A75,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,99.875,7.7823903355874595,2.0,0,0,7191,early_career,medium_term,medium_high_amount,1,0.22870096846107643,0,2397,246.68829963054012,1
172,A12,24,A33,A42,2064,A61,A71,3,A92,A101,2,A122,34,A143,A152,1,A174,1,A192,A201,86.0,7.632885505395133,2.0,0,0,6192,early_career,medium_term,medium_low_amount,1,0.6890866791743971,0,2064,640.0237076171801,1
398,A12,12,A32,A40,1223,A61,A75,1,A91,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,101.91666666666669,7.1098794630722715,1.0,0,0,1223,mid_career,short_term,low_amount,1,0.7573040982231796,0,1223,416.78231045712687,1
726,A14,15,A34,A43,1316,A63,A73,2,A94,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,87.73333333333333,7.183111701743281,1.25,0,0,2632,mid_career,medium_term,low_amount,0,0.1005732499808285,0,1316,59.559478638646645,1
914,A11,24,A31,A49,3161,A61,A73,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,131.70833333333334,8.058960017769417,2.0,0,0,12644,early_career,medium_term,medium_high_amount,1,0.7185820519683466,0,3161,1022.1470398223746,1
923,A12,12,A32,A40,2002,A61,A74,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,166.83333333333334,7.602401335665818,1.0,0,0,6006,early_career,short_term,medium_low_amount,0,0.42724244589668464,0,2002,384.90271950832323,1
414,A11,24,A32,A40,1381,A65,A73,4,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,57.541666666666664,7.231287004327616,2.0,0,0,5524,early_career,medium_term,medium_low_amount,1,0.693294564919775,0,1381,430.8479073693942,1
140,A13,6,A32,A40,709,A64,A72,2,A94,A101,2,A121,27,A143,A152,1,A171,1,A191,A202,118.16666666666669,6.565264970035361,0.5,0,0,1418,early_career,short_term,low_amount,0,0.04818230771341131,0,709,15.37256527596388,1
882,A12,30,A34,A40,2181,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,72.7,7.687997166393016,2.5,0,0,8724,mid_career,long_term,medium_low_amount,0,0.21019672010408044,0,2181,206.29757094614973,1
371,A14,18,A34,A43,6070,A61,A75,3,A93,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,337.22222222222223,8.711278615130434,1.5,0,1,18210,early_career,medium_term,high_amount,0,0.17215984425825032,1,6070,470.25461459141076,0
561,A11,24,A31,A43,1546,A61,A74,4,A93,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,64.41666666666667,7.344072850573066,2.0,0,0,6184,young,medium_term,medium_low_amount,1,0.8486267444767807,0,1546,590.3896261324963,1
483,A14,15,A33,A42,960,A64,A74,3,A92,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,64.0,6.8679744089702925,1.25,0,0,2880,early_career,medium_term,low_amount,0,0.12991255193314574,0,960,56.122222435118964,1
666,A12,30,A31,A42,3496,A64,A73,4,A93,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,116.53333333333332,8.159660737063376,2.5,0,0,13984,early_career,long_term,medium_high_amount,0,0.4865617976328098,0,3496,765.4590200359364,1
123,A13,10,A34,A40,781,A61,A75,4,A93,A101,4,A124,63,A143,A153,2,A173,1,A192,A201,78.1,6.661854740545311,0.8333333333333334,0,0,3124,senior,short_term,low_amount,0,0.35601025204906495,0,781,125.11980308264388,1
943,A14,4,A34,A40,1455,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,363.75,7.283448228756631,0.3333333333333333,0,0,2910,mid_career,short_term,medium_low_amount,0,0.05597007135175212,0,1455,36.6464042175597,1
584,A14,12,A32,A40,2133,A65,A75,4,A92,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,177.75,7.665753431861699,1.0,0,0,8532,senior,short_term,medium_low_amount,0,0.13914834522064387,0,2133,133.56153916003504,1
44,A11,48,A34,A41,6143,A61,A75,4,A92,A101,4,A124,58,A142,A153,2,A172,1,A191,A201,127.97916666666669,8.723231274827508,4.0,1,1,24572,senior,very_long_term,high_amount,1,0.8413825643146094,1,6143,2325.875891663091,0
103,A12,9,A34,A42,1919,A61,A74,4,A93,A101,3,A123,35,A143,A151,1,A173,1,A192,A201,213.22222222222223,7.560080465021827,0.75,0,0,7676,early_career,short_term,medium_low_amount,0,0.2034162140647401,0,1919,175.66007165560632,1
163,A12,10,A32,A40,7308,A61,A71,2,A93,A101,4,A124,70,A141,A153,1,A174,1,A192,A201,730.8,8.896861744480391,0.8333333333333334,0,1,14616,senior,short_term,high_amount,0,0.9132176090298284,1,7308,3003.207429055494,0
910,A14,36,A33,A43,4454,A61,A73,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,123.72222222222224,8.40178233990491,3.0,1,1,17816,early_career,long_term,high_amount,0,0.5738078580274633,1,4454,1150.0830898444447,0
7,A12,36,A32,A41,6948,A61,A73,2,A93,A101,2,A123,35,A143,A151,1,A174,1,A192,A201,193.0,8.846353043314327,3.0,1,1,13896,early_career,long_term,high_amount,0,0.5756972148241692,1,6948,1799.9749118692475,0
104,A14,12,A32,A41,2445,A65,A72,2,A94,A101,4,A123,26,A143,A151,1,A173,1,A192,A201,203.75,7.802209316247118,1.0,0,0,4890,early_career,short_term,medium_high_amount,0,0.02330014538700777,0,2445,25.6359849620553,1
771,A11,36,A34,A46,8065,A61,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,224.02777777777777,8.995412975433313,3.0,1,1,24195,young,long_term,high_amount,1,0.9675400123115919,1,8065,3511.444589681845,0
76,A11,42,A32,A43,3965,A61,A72,4,A93,A101,3,A123,34,A143,A152,1,A173,1,A191,A201,94.4047619047619,8.285513309079741,3.5,1,0,15860,early_career,very_long_term,medium_high_amount,1,0.7362822866266878,1,3965,1313.711669913668,0
256,A14,24,A34,A43,2684,A61,A73,4,A93,A101,2,A121,35,A143,A152,2,A172,1,A191,A201,111.83333333333331,7.895436006942965,2.0,0,0,10736,early_career,medium_term,medium_high_amount,0,0.09841718961858026,0,2684,118.86828162132124,1
364,A11,18,A32,A42,2473,A61,A71,4,A93,A101,1,A123,25,A143,A152,1,A171,1,A191,A201,137.38888888888889,7.813591552952433,1.5,0,0,9892,young,medium_term,medium_high_amount,1,0.6535552258275359,0,2473,727.3089330621733,1
223,A14,24,A33,A49,2978,A65,A73,4,A93,A101,4,A121,32,A143,A152,2,A173,2,A192,A201,124.08333333333331,7.999342952713282,2.0,0,0,11912,early_career,medium_term,medium_high_amount,0,0.08810334160742408,0,2978,118.06728808810901,1
127,A12,12,A32,A45,639,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,53.25,6.461468176353717,1.0,0,0,2556,early_career,short_term,low_amount,1,0.5794192111361431,0,639,166.61199416219796,1
405,A12,24,A32,A43,2039,A61,A72,1,A94,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,84.95833333333333,7.620705086838262,2.0,0,0,2039,young,medium_term,medium_low_amount,1,0.565660186205359,0,2039,519.0215038527272,1
302,A13,24,A34,A40,1344,A65,A74,4,A93,A101,2,A121,37,A141,A152,2,A172,2,A191,A201,56.0,7.20414929203594,2.0,0,0,5376,mid_career,medium_term,low_amount,1,0.48679012873865085,0,1344,294.41066986113606,1
471,A11,6,A32,A46,448,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,74.66666666666667,6.1070228877422545,0.5,0,0,1792,young,short_term,low_amount,1,0.8485136982406699,0,448,171.06036156531906,1
687,A12,36,A33,A40,2862,A62,A75,4,A93,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,79.5,7.959625305098115,3.0,1,0,11448,early_career,long_term,medium_high_amount,0,0.698427623398215,1,2862,899.5049361745611,0
805,A11,36,A32,A40,9271,A61,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,257.52777777777777,9.134754385019589,3.0,1,1,18542,young,long_term,high_amount,1,0.8433730930719412,1,9271,3518.510375641485,0
274,A11,30,A32,A45,11998,A61,A72,1,A91,A101,1,A124,34,A143,A152,1,A172,1,A192,A201,399.93333333333334,9.392578591964387,2.5,0,1,11998,early_career,long_term,high_amount,1,0.9701695084925929,1,11998,5238.042193302358,0
559,A12,18,A34,A42,1928,A61,A72,2,A93,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,107.11111111111111,7.564757012905729,1.5,0,0,3856,early_career,medium_term,medium_low_amount,1,0.3881088735426857,0,1928,336.7232586856341,1
975,A13,24,A32,A43,1258,A63,A73,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,52.416666666666664,7.138073034044347,2.0,0,0,3774,senior,medium_term,low_amount,0,0.6722012177361922,0,1258,380.5331093604584,1
309,A12,9,A32,A40,276,A61,A73,4,A94,A101,4,A121,22,A143,A151,1,A172,1,A191,A201,30.666666666666668,5.6240175061873385,0.75,0,0,1104,young,short_term,low_amount,0,0.6329213996237719,0,276,78.60883783327247,1
505,A14,10,A32,A40,1309,A65,A73,4,A93,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,130.9,7.177782416195197,0.8333333333333334,0,0,5236,early_career,short_term,low_amount,1,0.0936535369111057,0,1309,55.166615917486816,1
106,A14,18,A31,A40,6458,A61,A75,2,A93,A101,4,A124,39,A141,A152,2,A174,2,A192,A201,358.77777777777777,8.773229786032473,1.5,0,1,12916,mid_career,medium_term,high_amount,1,0.8023411151209907,1,6458,2331.683514653111,0
57,A14,36,A34,A43,9566,A61,A73,2,A92,A101,2,A123,31,A142,A152,2,A173,1,A191,A201,265.72222222222223,9.166074955678168,3.0,1,1,19132,early_career,long_term,high_amount,0,0.49934439229884175,1,9566,2149.527805528824,0
811,A12,6,A32,A43,484,A61,A74,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,80.66666666666667,6.184148890937483,0.5,0,0,1452,early_career,short_term,low_amount,0,0.29370066021125396,0,484,63.96800379401111,1
91,A11,12,A34,A41,1409,A61,A75,4,A93,A101,3,A121,54,A143,A152,1,A173,1,A191,A201,117.41666666666669,7.251344983372214,1.0,0,0,5636,senior,short_term,medium_low_amount,0,0.11083880517414227,0,1409,70.2773444206649,1
555,A12,12,A32,A43,1331,A61,A72,2,A93,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,110.91666666666669,7.194436851100335,1.0,0,0,2662,young,short_term,low_amount,1,0.6149268439669618,0,1331,368.3104331940118,1
827,A14,18,A30,A49,4165,A61,A73,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,231.38888888888889,8.334711621820917,1.5,0,1,8330,mid_career,medium_term,high_amount,1,0.5092064900916997,1,4165,954.3802640543681,0
456,A11,11,A34,A40,3905,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,355.0,8.270269111436624,0.9166666666666666,0,0,7810,mid_career,short_term,medium_high_amount,0,0.3578970293626809,0,3905,628.914554847571,1
622,A14,48,A32,A49,3914,A65,A73,4,A91,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,81.54166666666667,8.272570608424903,4.0,1,0,15656,mid_career,very_long_term,medium_high_amount,1,0.4236184319821098,1,3914,746.11914425009,0
766,A11,30,A32,A42,3108,A61,A72,2,A91,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,103.6,8.042056410058754,2.5,0,0,6216,early_career,long_term,medium_high_amount,1,0.817861974658747,0,3108,1143.8617577577236,1
755,A11,24,A32,A40,1285,A65,A74,4,A92,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,53.541666666666664,7.1592919047975645,2.0,0,0,5140,early_career,medium_term,low_amount,1,0.9025897793897542,0,1285,521.9225399321253,1
640,A11,18,A32,A46,750,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,41.666666666666664,6.621405651764134,1.5,0,0,3000,early_career,medium_term,low_amount,1,0.8961358782549668,0,750,302.4458589110513,1
160,A14,24,A34,A43,2872,A62,A75,3,A93,A101,4,A121,36,A143,A152,1,A173,2,A192,A201,119.66666666666669,7.96311205897929,2.0,0,0,8616,mid_career,medium_term,medium_high_amount,0,0.028883989959947048,0,2872,37.329668624235566,1
475,A11,18,A30,A42,3114,A61,A72,1,A92,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,173.0,8.043984431221553,1.5,0,0,3114,early_career,medium_term,medium_high_amount,1,0.8284130604441454,0,3114,1160.855221600381,1
560,A11,24,A32,A41,2964,A65,A75,4,A93,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,123.5,7.994632311431825,2.0,0,0,11856,mid_career,medium_term,medium_high_amount,0,0.4146205766198221,0,2964,553.0209250955188,1
55,A14,6,A31,A40,783,A65,A73,1,A93,A103,2,A121,26,A142,A152,1,A172,2,A191,A201,130.5,6.664409020350408,0.5,0,0,783,early_career,short_term,low_amount,0,0.08325804304958415,0,783,29.335971468520974,1
878,A11,9,A32,A40,1422,A61,A72,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,158.0,7.260522598089852,0.75,0,0,4266,early_career,short_term,medium_low_amount,1,0.5342618608671882,0,1422,341.8741647689138,1
60,A12,9,A32,A49,1391,A61,A73,2,A94,A101,1,A121,27,A141,A152,1,A173,1,A192,A201,154.55555555555554,7.238496840894365,0.75,0,0,2782,early_career,short_term,medium_low_amount,0,0.3909104242091591,0,1391,244.69038003372316,1
812,A11,36,A34,A41,9629,A61,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,267.47222222222223,9.172638504792172,3.0,1,1,38516,young,long_term,high_amount,1,0.6358756710898767,1,9629,2755.281076615991,0
281,A14,12,A32,A42,1574,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,131.16666666666666,7.362010551259734,1.0,0,0,6296,mid_career,short_term,medium_low_amount,0,0.12182762765272385,0,1574,86.2905086664243,1
480,A12,12,A34,A43,3573,A61,A73,1,A92,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,297.75,8.181440695719374,1.0,0,0,3573,young,short_term,medium_high_amount,0,0.12226143094900523,0,3573,196.57804175135806,1
935,A12,30,A33,A43,1919,A62,A72,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,63.96666666666667,7.560080465021827,2.5,0,0,7676,early_career,long_term,medium_low_amount,1,0.7965945666919456,0,1919,687.8992380668298,1
619,A14,12,A32,A40,640,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,53.333333333333336,6.46302945692067,1.0,0,0,2560,mid_career,short_term,low_amount,0,0.39337451826638486,0,640,113.29186126071883,1
181,A12,36,A33,A49,4455,A61,A73,2,A91,A101,2,A121,30,A142,A152,2,A174,1,A192,A201,123.75,8.40200678160712,3.0,1,1,8910,early_career,long_term,high_amount,1,0.8028612670334302,1,4455,1609.5361250852693,0
427,A14,18,A34,A43,1149,A64,A73,4,A93,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,63.833333333333336,7.047517221357296,1.5,0,0,4596,mid_career,medium_term,low_amount,0,0.04207069447819137,0,1149,21.752652579948847,1
449,A12,15,A33,A45,1512,A64,A73,3,A94,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,100.8,7.321849713788356,1.25,0,0,4536,senior,medium_term,medium_low_amount,1,0.4942522985753306,0,1512,336.2892639506549,1
209,A14,12,A32,A41,1413,A64,A74,3,A93,A101,2,A122,55,A143,A152,1,A173,1,A191,A202,117.75,7.254177846456518,1.0,0,0,4239,senior,short_term,medium_low_amount,0,0.002590140973778861,0,1413,1.646941138177289,1
760,A14,15,A34,A40,5045,A65,A75,1,A92,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,336.3333333333333,8.526351129201004,1.25,0,1,5045,senior,medium_term,high_amount,0,0.08209335919988907,1,5045,186.37244872354816,0
207,A12,12,A34,A44,1424,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,1,A191,A201,118.66666666666669,7.261927092702751,1.0,0,0,5696,early_career,short_term,medium_low_amount,0,0.09803390099345097,0,1424,62.82012375660338,1
748,A14,21,A32,A41,5248,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,249.9047619047619,8.5657928612523,1.75,0,1,5248,early_career,medium_term,high_amount,0,0.043319721555182406,1,5248,102.30385442471876,0
585,A11,18,A32,A42,2039,A61,A73,1,A92,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,113.27777777777776,7.620705086838262,1.5,0,0,2039,young,medium_term,medium_low_amount,1,0.8857639466646772,0,2039,812.7327092621746,1
321,A11,24,A32,A43,1938,A61,A72,4,A91,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,80.75,7.569927655242652,2.0,0,0,7752,early_career,medium_term,medium_low_amount,1,0.8916851247509514,0,1938,777.6385972953047,1
186,A12,9,A31,A41,5129,A61,A75,2,A92,A101,4,A124,74,A141,A153,1,A174,2,A192,A201,569.8888888888889,8.542860938164814,0.75,0,1,10258,senior,short_term,high_amount,1,0.793952727999047,1,5129,1832.4825938582005,0
824,A14,18,A34,A42,3780,A61,A72,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,210.0,8.237743803890933,1.5,0,0,11340,early_career,medium_term,medium_high_amount,0,0.29209732303655883,0,3780,496.8575464851866,1
676,A14,24,A34,A42,5150,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,214.58333333333337,8.546946149565585,2.0,0,1,20600,early_career,medium_term,high_amount,0,0.27863316116120074,1,5150,645.7323509910826,0
327,A14,24,A32,A40,1525,A64,A74,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,63.541666666666664,7.330405211844402,2.0,0,0,6100,early_career,medium_term,medium_low_amount,0,0.18637973179215025,0,1525,127.90309094236311,1
452,A14,12,A30,A42,2759,A61,A75,2,A93,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,229.91666666666663,7.9229859587111955,1.0,0,0,5518,early_career,short_term,medium_high_amount,0,0.17498015582086188,0,2759,217.24661245939106,1
25,A11,6,A32,A42,1374,A61,A73,1,A93,A101,2,A121,36,A141,A152,1,A172,1,A192,A201,229.0,7.226209010100671,0.5,0,0,1374,mid_career,short_term,medium_low_amount,0,0.3333669574248966,0,1374,206.12078977581356,1
224,A14,15,A32,A41,4657,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,310.46666666666664,8.446341450444287,1.25,0,1,13971,early_career,medium_term,high_amount,0,0.13266026516928767,1,4657,278.0094847020177,0
835,A11,12,A30,A40,1082,A61,A73,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,90.16666666666669,6.9874902470009905,1.0,0,0,4328,mid_career,short_term,low_amount,1,0.9226442834791023,0,1082,449.2355016259749,1
825,A11,21,A34,A40,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,76.28571428571429,7.379632152609552,1.75,0,0,6408,early_career,medium_term,medium_low_amount,0,0.6499783967491215,0,1602,468.5694262164417,1
156,A11,9,A34,A45,1288,A62,A75,3,A93,A103,4,A121,48,A143,A152,2,A173,2,A191,A202,143.11111111111111,7.161622002939187,0.75,0,0,3864,mid_career,short_term,low_amount,0,0.10920410457810903,0,1288,63.29469901347199,1
