,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,top_positive_contributors,top_negative_contributors,risk_narrative,risk_band,exposure_bucket,flag_high_pd_high_exposure,flag_high_expected_loss,flag_anomalous_elevated_pd,base_pd,base_lgd,base_ead,base_expected_loss,base_expected_loss_rate,mild_stress_pd,mild_stress_lgd,mild_stress_ead,mild_stress_expected_loss,mild_stress_expected_loss_rate,adverse_stress_pd,adverse_stress_lgd,adverse_stress_ead,adverse_stress_expected_loss,adverse_stress_expected_loss_rate,severe_stress_pd,severe_stress_lgd,severe_stress_ead,severe_stress_expected_loss,severe_stress_expected_loss_rate
737,A11,18,A32,A40,4380,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,243.33333333333337,8.385032287813898,1.5,0,1,13140,early_career,medium_term,high_amount,0,0.7767141207800404,1,4380,1530.90353205746,0,0.1744875207112383,0,0.3255073581213114,0.0234676833011652,,,,high_risk,high_exposure,1,0,0,0.7767141207800404,0.45,4380.0,1530.9035320574599,0.3495213543510182,0.9232212388970464,0.5,4380.0,2021.8545131845317,0.4616106194485232,1.0,0.55,4511.400000000001,2481.2700000000004,0.55,1.0,0.65,4599.0,2989.35,0.65
674,A14,21,A33,A49,2580,A63,A72,4,A93,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,122.85714285714286,7.855932199718614,1.75,0,0,10320,mid_career,medium_term,medium_high_amount,1,0.3224925040617333,0,2580,374.4137972156725,1,0.2833031327708807,0,0.5413301792950098,0.0252760862467515,,,,moderate_risk,medium_high_exposure,0,0,0,0.3224925040617333,0.45,2580.0,374.4137972156724,0.14512162682778,0.3708663796709933,0.5,2580.0,478.41762977558136,0.18543318983549664,0.4192402552802533,0.55,2657.4,612.74897990996,0.23058214040413938,0.49986338129568664,0.65,2709.0,880.1844349545098,0.3249111978421963
979,A12,15,A31,A40,1264,A62,A73,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,84.26666666666667,7.142827401161621,1.25,0,0,2528,young,medium_term,low_amount,1,0.8523042833076788,0,1264,484.7906763454077,1,0.2180845657165815,0,0.407113169432614,0.0290559620005489,,,,high_risk,low_exposure,0,0,0,0.8523042833076788,0.45,1264.0,484.7906763454077,0.38353692748845547,1.0,0.5,1264.0,632.0,0.5,1.0,0.55,1301.92,716.0560000000002,0.55,1.0,0.65,1327.2,862.6800000000001,0.65
59,A11,36,A34,A42,6229,A61,A72,4,A92,A102,4,A124,23,A143,A151,2,A172,1,A192,A201,173.02777777777777,8.737131611781498,3.0,1,1,24916,young,long_term,high_amount,1,0.9846393919582266,1,6229,2759.993447628507,0,0.3793735551968155,1,0.7329054227100419,0.025841687683589,,,,high_risk,high_exposure,1,1,1,0.9846393919582266,0.45,6229.0,2759.993447628507,0.443087726381202,1.0,0.5,6229.0,3114.5,0.5,1.0,0.55,6415.87,3528.7285,0.55,1.0,0.65,6540.450000000001,4251.2925000000005,0.65
521,A11,18,A32,A43,3190,A61,A73,2,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,177.22222222222223,8.068089626278244,1.5,0,0,6380,young,medium_term,medium_high_amount,1,0.5195914911049039,0,3190,745.8735854810895,1,0.0232366775261395,0,0.0425600139558833,0.0039133410963956,,,,elevated_risk,medium_high_exposure,0,0,0,0.5195914911049039,0.45,3190.0,745.8735854810895,0.23381617099720675,0.6175302147706394,0.5,3190.0,984.9606925591698,0.3087651073853197,0.7254689384363752,0.55,3285.7000000000003,1311.020310061219,0.3990079161400064,0.885366811212601,0.65,3349.5,1927.5984872017943,0.5754884272881906
332,A12,60,A32,A40,7408,A62,A72,4,A92,A101,2,A122,24,A143,A152,1,A174,1,A191,A201,123.46666666666668,8.910450756416656,5.0,1,1,29632,young,very_long_term,high_amount,1,0.970964437187154,1,7408,3236.8070478070963,0,0.3199495092696804,0,0.6127582627463772,0.0271407557929837,,,,high_risk,high_exposure,1,1,0,0.970964437187154,0.45,7408.0,3236.8070478070963,0.4369339967342193,1.0,0.5,7408.0,3704.0,0.5,1.0,0.55,7630.24,4196.6320000000005,0.55,1.0,0.65,7778.400000000001,5055.960000000001,0.65
31,A11,24,A32,A42,4020,A61,A73,2,A93,A101,2,A123,27,A142,A152,1,A173,1,A191,A201,167.5,8.299285906897275,2.0,0,1,8040,early_career,medium_term,high_amount,0,0.7941912416767032,1,4020,1436.691956193156,0,0.0686497757042724,0,0.1176630519876538,0.019636499420891,,,,high_risk,high_exposure,1,0,0,0.7941912416767032,0.45,4020.0,1436.691956193156,0.35738605875451646,0.9433199279282086,0.5,4020.0,1896.0730551356994,0.4716599639641043,1.0,0.55,4140.6,2277.3300000000004,0.55,1.0,0.65,4221.0,2743.65,0.65
17,A11,30,A30,A49,8072,A65,A72,2,A93,A101,3,A123,25,A141,A152,3,A173,1,A191,A201,269.06666666666666,8.996280439395015,2.5,0,1,16144,young,long_term,high_amount,0,0.9438094541118228,1,8072,3428.2934611157857,0,0.3365418189071425,0,0.6370225877785349,0.0360610500357501,,,,high_risk,high_exposure,1,1,0,0.9438094541118228,0.45,8072.0,3428.2934611157852,0.4247142543503203,1.0,0.5,8072.0,4036.0,0.5,1.0,0.55,8314.16,4572.7880000000005,0.55,1.0,0.65,8475.6,5509.14,0.65
428,A14,9,A32,A42,1313,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,145.88888888888889,7.1808311990445555,0.75,0,0,1313,young,short_term,low_amount,0,0.1876570004117547,0,1313,110.87713869328527,1,0.0827960188834146,0,0.1485953786130024,0.0169966591538268,,,,low_risk,low_exposure,0,0,0,0.1876570004117547,0.45,1313.0,110.87713869328526,0.08444565018528961,0.2158055504735179,0.5,1313.0,141.6763438858645,0.10790277523675895,0.24395410053528113,0.55,1352.39,181.4565973125999,0.13417475529440465,0.2908683506382198,0.65,1378.65,260.65367354479815,0.18906442791484288
157,A11,12,A31,A48,339,A61,A75,4,A94,A101,1,A123,45,A141,A152,1,A172,1,A191,A201,28.25,5.8289456176102075,1.0,0,0,1356,mid_career,short_term,low_amount,0,0.7663911430448329,0,339,116.91296887148928,1,0.3462969935441083,1,0.6172373769159261,0.0753566101722906,,,,high_risk,low_exposure,0,0,1,0.7663911430448329,0.45,339.0,116.91296887148927,0.34487601437017484,0.9113498145015578,0.5,339.0,154.47379355801405,0.4556749072507789,1.0,0.55,349.17,192.04350000000002,0.55,1.0,0.65,355.95,231.3675,0.65
237,A12,21,A32,A49,2767,A62,A75,4,A91,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,131.76190476190476,7.92588031673756,1.75,0,0,11068,senior,medium_term,medium_high_amount,1,0.9227975291110448,0,2767,1149.0213433726176,1,0.3401705696821209,0,0.6048715772668167,0.0754695620974251,,,,high_risk,medium_high_exposure,0,0,0,0.9227975291110448,0.45,2767.0,1149.0213433726176,0.4152588880999702,1.0,0.5,2767.0,1383.5,0.5,1.0,0.55,2850.01,1567.5055000000002,0.55,1.0,0.65,2905.35,1888.4775,0.65
396,A11,12,A32,A42,2578,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,214.83333333333337,7.855157005881344,1.0,0,0,7734,senior,short_term,medium_high_amount,0,0.6130308856208696,0,2578,711.1771304087708,1,0.1807512201435431,0,0.3346428943283253,0.026859545958761,,,,high_risk,medium_high_exposure,0,0,0,0.6130308856208696,0.45,2578.0,711.1771304087708,0.2758638985293913,0.7249855184640001,0.5,2578.0,934.5063333000961,0.36249275923200003,0.8469401513071305,0.55,2655.34,1236.902733754532,0.46581708321892185,1.0,0.65,2706.9,1759.4850000000001,0.65
118,A11,33,A34,A42,4281,A63,A73,1,A92,A101,4,A123,23,A143,A152,2,A173,1,A191,A201,129.72727272727272,8.362175469149628,2.75,0,1,4281,young,long_term,high_amount,1,0.5905772736133499,1,4281,1137.717588752438,0,0.1954822926238384,0,0.3516446718392524,0.0393199134084245,,,,elevated_risk,high_exposure,0,0,0,0.5905772736133499,0.45,4281.0,1137.717588752438,0.26575977312600746,0.7091638646553523,0.5,4281.0,1517.9652522947815,0.35458193232767615,0.847750455697355,0.55,4409.43,2055.9529605260736,0.4662627506335453,1.0,0.65,4495.05,2921.7825000000003,0.65
18,A12,24,A32,A41,12579,A61,A75,4,A92,A101,2,A124,44,A143,A153,1,A174,1,A192,A201,524.125,9.439863530254431,2.0,0,1,50316,mid_career,medium_term,high_amount,1,0.858046330217802,1,12579,4857.014154514379,0,0.350273449232922,1,0.5976869422220871,0.1028599562437569,,,,high_risk,high_exposure,1,1,1,0.858046330217802,0.45,12579.0,4857.014154514379,0.3861208485980109,1.0,0.5,12579.0,6289.5,0.5,1.0,0.55,12956.37,7126.003500000001,0.55,1.0,0.65,13207.95,8585.167500000001,0.65
876,A11,18,A31,A43,1940,A61,A72,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,107.77777777777776,7.57095858316901,1.5,0,0,5820,mid_career,medium_term,medium_low_amount,0,0.8347534946973858,0,1940,728.7398008708178,1,0.3455374965888678,0,0.6460044164294169,0.0450705767483186,,,,high_risk,medium_low_exposure,0,0,0,0.8347534946973858,0.45,1940.0,728.7398008708178,0.3756390726138236,0.9799665189019936,0.5,1940.0,950.5675233349338,0.4899832594509968,1.0,0.55,1998.2,1099.0100000000002,0.55,1.0,0.65,2037.0,1324.05,0.65
631,A11,18,A31,A42,1553,A61,A73,4,A93,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,86.27777777777777,7.348587530927593,1.5,0,0,6212,mid_career,medium_term,medium_low_amount,1,0.853981321723919,0,1553,596.8048466867608,1,0.1391403178011464,0,0.2633502598816059,0.0149303757206869,,,,high_risk,medium_low_exposure,0,0,0,0.853981321723919,0.45,1553.0,596.8048466867608,0.3842915947757636,1.0,0.5,1553.0,776.5,0.5,1.0,0.55,1599.5900000000001,879.7745000000001,0.55,1.0,0.65,1630.65,1059.9225000000001,0.65
711,A11,6,A31,A46,1198,A61,A75,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,199.66666666666663,7.089243155027514,0.5,0,0,4792,early_career,short_term,low_amount,1,0.9203849451776984,0,1198,496.1795239452973,1,0.2138211346411607,0,0.3911505410405027,0.0364917282418188,,,,high_risk,low_exposure,0,0,0,0.9203849451776984,0.45,1198.0,496.17952394529726,0.4141732253299643,1.0,0.5,1198.0,599.0,0.5,1.0,0.55,1233.94,678.667,0.55,1.0,0.65,1257.9,817.6350000000001,0.65
81,A14,15,A32,A43,1213,A63,A75,4,A93,A101,3,A122,47,A142,A152,1,A173,1,A192,A201,80.86666666666666,7.101675971619444,1.25,0,0,4852,mid_career,medium_term,low_amount,0,0.1702026975460675,0,1213,92.90514245552096,1,0.1403088697548551,0,0.2702888519040398,0.0103288876056705,,,,low_risk,low_exposure,0,0,0,0.1702026975460675,0.45,1213.0,92.90514245552096,0.07659121389573038,0.19573310217797762,0.5,1213.0,118.71212647094343,0.09786655108898881,0.22126350680988777,0.55,1249.39,152.04442702526316,0.12169492874543829,0.26381418119640465,0.65,1273.65,218.40450572252053,0.17147921777766303
968,A14,42,A32,A43,7166,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,170.61904761904762,8.877242435993919,3.5,1,1,14332,early_career,very_long_term,high_amount,0,0.1238273591305136,1,7166,399.3060849881674,0,0.2754995387526497,0,0.5429249187360212,0.0080741587692781,,,,low_risk,high_exposure,0,0,0,0.1238273591305136,0.45,7166.0,399.3060849881672,0.05572231160873112,0.15240146300009064,0.5,7166.0,546.0544419293248,0.07620073150004532,0.19097556686966768,0.55,7380.9800000000005,775.2727617545239,0.10503656177831723,0.2419324066522961,0.65,7524.3,1183.2418047930166,0.15725606432399247
453,A14,24,A32,A41,2670,A61,A75,4,A93,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,111.25,7.890208213109961,2.0,0,0,10680,early_career,medium_term,medium_high_amount,0,0.0758268188065643,0,2670,91.10592279608711,1,0.057848346539816,0,0.1068520337233283,0.0088446593563038,,,,low_risk,medium_high_exposure,0,0,0,0.0758268188065643,0.45,2670.0,91.10592279608701,0.03412206846295394,0.08720084162754894,0.5,2670.0,116.41312357277783,0.04360042081377447,0.0985748644485336,0.55,2750.1,149.09990409595176,0.054216175446693486,0.11753156915017468,0.65,2803.5,214.17484017313456,0.07639551994761354
348,A14,6,A33,A49,1743,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,290.5,7.463936604468925,0.5,0,0,1743,early_career,short_term,medium_low_amount,0,0.0568799051543417,0,1743,44.613753607807915,1,0.1779614496362439,0,0.320429268279988,0.0354936309924999,,,,low_risk,medium_low_exposure,0,0,0,0.0568799051543417,0.45,1743.0,44.613753607807915,0.025595957319453768,0.06541189092749294,0.5,1743.0,57.0064629433101,0.03270594546374647,0.07394387670064421,0.55,1795.29,73.01288632104476,0.040669132185354326,0.08816385298922964,0.65,1830.15,104.87949910635513,0.05730650444299928
84,A11,10,A32,A43,2315,A61,A75,3,A93,A101,4,A121,52,A143,A152,1,A172,1,A191,A201,231.5,7.747596838692885,0.8333333333333334,0,0,6945,senior,short_term,medium_low_amount,0,0.3808275549629624,0,2315,396.7271053826661,1,0.1022725857705638,0,0.1914299412503805,0.0131152302907471,,,,moderate_risk,medium_low_exposure,0,0,0,0.3808275549629624,0.45,2315.0,396.7271053826661,0.17137239973333307,0.4379516882074067,0.5,2315.0,506.92907910007324,0.21897584410370335,0.49507582145185114,0.55,2384.4500000000003,649.2659483534767,0.27229170179851814,0.5902827101925917,0.65,2430.75,932.6393035704176,0.38368376162518464
100,A14,24,A32,A40,1469,A62,A75,4,A94,A101,4,A121,41,A143,A151,1,A172,1,A191,A201,61.208333333333336,7.293017679772782,2.0,0,0,5876,mid_career,medium_term,medium_low_amount,0,0.4092294977738268,0,1469,270.5211595033882,1,0.2061939089893906,0,0.3866683439360432,0.0257194740427381,,,,elevated_risk,medium_low_exposure,0,0,0,0.4092294977738268,0.45,1469.0,270.5211595033882,0.18415327399822207,0.49061392243990076,0.5,1469.0,360.3559260321071,0.24530696121995038,0.5819983471059749,0.55,1513.07,484.3323314806006,0.3200990909082862,0.7143057215494315,0.65,1542.45,716.1575591325485,0.46429871900713054
821,A13,12,A32,A43,3016,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,251.33333333333337,8.012018239159062,1.0,0,0,9048,young,short_term,medium_high_amount,0,0.3333456613111012,0,3016,452.41673153142665,1,0.0945444643842719,0,0.1789960219787992,0.0100929067897446,,,,moderate_risk,medium_high_exposure,0,0,0,0.3333456613111012,0.45,3016.0,452.41673153142654,0.15000554758999554,0.3833475105077664,0.5,3016.0,578.0880458457117,0.1916737552538832,0.4333493597044316,0.55,3106.48,740.4051154140426,0.23834214783743743,0.5166857750322069,0.65,3166.8,1063.5563330417954,0.33584575377093445
136,A14,27,A33,A41,8613,A64,A73,2,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,319.0,9.061144065614055,2.25,0,1,17226,early_career,long_term,high_amount,0,0.0751140939910441,1,8613,291.1309611951884,0,0.1776170723402094,0,0.3448391537509255,0.0103949909294934,,,,low_risk,high_exposure,0,0,0,0.0751140939910441,0.45,8613.0,291.13096119518826,0.033801342295969844,0.0963812080897007,0.5,8613.0,415.06567263829606,0.04819060404485035,0.12764832218835734,0.55,8871.39,622.8299269382144,0.07020657720359655,0.16642684568611837,0.65,9043.65,978.318992943022,0.10817744969597695
8,A14,12,A32,A43,3059,A64,A74,2,A91,A101,4,A121,61,A143,A152,1,A172,1,A191,A201,254.91666666666663,8.026170194946426,1.0,0,0,6118,senior,short_term,medium_high_amount,0,0.0287254196674448,0,3059,39.54197644322124,1,0.2296083973915532,0,0.4237796017664949,0.0354371930166115,,,,low_risk,medium_high_exposure,0,0,0,0.0287254196674448,0.45,3059.0,39.54197644322114,0.01292643885035016,0.03303423261756152,0.5,3059.0,50.52585878856034,0.01651711630878076,0.03734304556767824,0.55,3150.77,64.71264122580047,0.020538675062223035,0.04452440048453944,0.65,3211.9500000000003,92.95659628860571,0.028940860314950637
161,A14,18,A34,A40,1055,A61,A72,4,A92,A101,1,A122,30,A143,A152,2,A173,1,A191,A201,58.611111111111114,6.962243464266207,1.5,0,0,4220,early_career,medium_term,low_amount,0,0.5249207733621694,0,1055,249.20613715368992,1,0.0783462390806079,0,0.1522964168571287,0.004396061304087,,,,elevated_risk,low_exposure,0,0,0,0.5249207733621694,0.45,1055.0,249.20613715368992,0.23621434801297622,0.6236588893664947,0.5,1055.0,328.98006414082596,0.31182944468324736,0.7323970053708202,0.55,1086.65,437.722563237411,0.40281835295395113,0.8936271987113625,0.65,1107.75,643.4450940921326,0.5808576791623856
807,A14,12,A34,A43,930,A65,A75,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,77.5,6.836259277277067,1.0,0,0,3720,senior,short_term,low_amount,0,0.0520999643057712,0,930,21.80383506196528,1,0.1727756830675983,0,0.2573281962124506,0.0882231699227459,,,,low_risk,low_exposure,0,0,0,0.0520999643057712,0.45,930.0,21.80383506196525,0.02344498393759704,0.05991495895163687,0.5,930.0,27.860455912511146,0.029957479475818435,0.06772995359750256,0.55,957.9,35.68318740307624,0.03725147447862641,0.08075494467394537,0.65,976.5,51.257182258169976,0.05249071403806449
939,A14,24,A34,A41,6842,A65,A73,2,A93,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,285.0833333333333,8.830981510952498,2.0,0,1,13684,mid_career,medium_term,high_amount,0,0.0267007593334201,1,6842,82.20896791166732,0,0.2320143150772473,0,0.438886211925155,0.0251424182293396,,,,low_risk,high_exposure,0,0,0,0.0267007593334201,0.45,6842.0,82.20896791166716,0.012015341700039046,0.04070587323343312,0.5,6842.0,139.2547923315747,0.02035293661671656,0.06471098713344614,0.55,7047.26,250.81933315232732,0.03559104292339538,0.09138617696680115,0.65,7184.1,426.74283206567753,0.05940101502842075
624,A11,18,A32,A43,2600,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,144.44444444444446,7.8636512654486515,1.5,0,0,10400,senior,medium_term,medium_high_amount,1,0.6465773570475053,0,2600,756.4955077455812,1,0.1223999329781164,0,0.2162061934391458,0.028593672517087,,,,high_risk,medium_high_exposure,0,0,0,0.6465773570475053,0.45,2600.0,756.4955077455812,0.2909598106713774,0.763563960604631,0.5,2600.0,992.6331487860203,0.3817819803023155,0.8905505641617569,0.55,2678.0,1311.6919259538518,0.4898028102889663,1.0,0.65,2730.0,1774.5,0.65
946,A11,24,A31,A42,3349,A63,A72,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,139.54166666666666,8.116715624819111,2.0,0,0,13396,early_career,medium_term,medium_high_amount,1,0.7947682114300498,0,3349,1197.7554330356568,1,0.2437147753386665,0,0.4441660230242811,0.043263527653052,,,,high_risk,medium_high_exposure,0,0,0,0.7947682114300498,0.45,3349.0,1197.7554330356568,0.35764569514352246,0.9339834431445573,0.5,3349.0,1563.955275545561,0.46699172157227864,1.0,0.55,3449.4700000000003,1897.2085000000002,0.55,1.0,0.65,3516.4500000000003,2285.6925,0.65
723,A12,9,A32,A43,790,A63,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,87.77777777777777,6.673297967767654,0.75,0,0,3160,senior,short_term,low_amount,0,0.4003579164997954,0,790,142.32723931567728,1,0.1635412040772845,0,0.3044831381815195,0.0225992699730494,,,,elevated_risk,low_exposure,0,0,0,0.4003579164997954,0.45,790.0,142.32723931567728,0.18016106242490795,0.4804116039747647,0.5,790.0,189.76258357003204,0.2402058019873823,0.5704652914497341,0.55,813.7,255.3031842089568,0.3137559102973538,0.7005547705746829,0.65,829.5,377.7216184246046,0.45536060087354385
894,A14,18,A34,A43,1169,A65,A73,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,64.94444444444444,7.064759027791802,1.5,0,0,4676,early_career,medium_term,low_amount,0,0.0552074246457171,0,1169,29.0418657348795,1,0.0569429335920647,0,0.1081159863784168,0.0057698808057126,,,,low_risk,low_exposure,0,0,0,0.0552074246457171,0.45,1169.0,29.041865734879483,0.024843341090572697,0.06348853834257466,0.5,1169.0,37.10905066123489,0.03174426917128733,0.07176965203943224,0.55,1204.07,47.528626712115546,0.039473308621687735,0.08557150820086151,0.65,1227.45,68.27258603174586,0.05562148033055999
686,A13,10,A34,A43,1347,A65,A74,4,A93,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,134.7,7.206377291472252,0.8333333333333334,0,0,5388,early_career,short_term,low_amount,0,0.0470005859679124,0,1347,28.489405184450145,1,0.149581475835338,0,0.282383403779355,0.0167795478913211,,,,low_risk,low_exposure,0,0,0,0.0470005859679124,0.45,1347.0,28.4894051844501,0.02115026368556058,0.05405067386309926,0.5,1347.0,36.40312884679735,0.02702533693154963,0.061100761758286125,0.55,1387.41,46.62449432908507,0.03360541896705737,0.07285090825026422,0.65,1414.3500000000001,66.97384335444478,0.04735309036267174
959,A12,24,A32,A42,3069,A62,A75,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,127.875,8.029432840581244,2.0,0,0,12276,early_career,medium_term,medium_high_amount,0,0.5661130918001431,0,3069,781.8304854305876,1,0.1122627314403282,0,0.2073286918823373,0.0171967709983191,,,,elevated_risk,medium_high_exposure,0,0,0,0.5661130918001431,0.45,3069.0,781.8304854305876,0.2547508913100644,0.6710300555701646,0.5,3069.0,1029.6956202724175,0.3355150277850823,0.7859470193401862,0.55,3161.07,1366.4384494341255,0.43227086063710246,0.9574752922902219,0.65,3222.4500000000003,2005.5205661664068,0.6223589399886442
380,A11,20,A32,A42,2212,A65,A74,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,110.6,7.70210434005105,1.6666666666666667,0,0,8848,mid_career,medium_term,medium_low_amount,0,0.2464689940109806,0,2212,245.33523663853012,1,0.0811711022643285,0,0.1553406930368786,0.0070015114917783,,,,moderate_risk,medium_low_exposure,0,0,0,0.2464689940109806,0.45,2212.0,245.33523663853012,0.11091104730494128,0.2834393431126277,0.5,2212.0,313.4839134825662,0.14171967155631385,0.3204096922142748,0.55,2278.36,401.50474449432335,0.17622533071785115,0.3820269407170199,0.65,2322.6,576.7422521310777,0.24831751146606293
369,A12,18,A32,A42,3001,A61,A74,2,A92,A101,4,A121,40,A143,A151,1,A173,1,A191,A201,166.72222222222223,8.007034012193408,1.5,0,0,6002,mid_career,medium_term,medium_high_amount,0,0.3348630299998131,0,3001,452.2157788632477,1,0.1052449272930687,0,0.1996044455846807,0.0108854090014566,,,,moderate_risk,medium_high_exposure,0,0,0,0.3348630299998131,0.45,3001.0,452.21577886324764,0.1506883634999159,0.38509248449978506,0.5,3001.0,577.8312729919274,0.19254624224989253,0.435321938999757,0.55,3091.03,740.0762452085305,0.2394270664498664,0.5190376964997103,0.65,3151.05,1063.083926811018,0.33737450272481173
