,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,local_log_odds,local_pd,top_positive_contributors,top_negative_contributors,risk_cluster,expected_loss_proxy,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,risk_narrative
236,A12,6,A32,A40,14555,A65,A71,1,A93,A101,2,A122,23,A143,A152,1,A171,1,A192,A201,2425.8333333333335,9.585758558732053,0.5,0,1,14555,young,short_term,high_amount,1,0.9573406023637675,3.1109116416330953,0.9573406023637675,credit_amount_per_month (5.559); foreign_worker_A201 (0.651); credit_amount_log (0.485); age_bucket_young (0.459); purpose_A40 (0.443),credit_amount (-0.916); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428),1,6270.341610332086,0.8353137290819848,1,0.712455428953143,0.9581720292108264,"The borrower is assigned high estimated credit risk, with a predicted PD of 95.73%. The strongest upward model signals are: credit_amount_per_month (5.559); foreign_worker_A201 (0.651); credit_amount_log (0.485); age_bucket_young (0.459); purpose_A40 (0.443). The strongest downward model signals are: credit_amount (-0.916); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 1. The borrower is also flagged as an anomalous profile and may deserve additional review."
944,A11,15,A32,A42,1845,A61,A72,4,A92,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,123.0,7.520776415062797,1.25,0,0,7380,mid_career,medium_term,medium_low_amount,0,0.8132128039171242,1.4710228467404813,0.8132128039171242,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); duration_bucket_medium_term (0.463),other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A122 (-0.200); duration_years (-0.170),0,675.1699304521925,0.2339202198944983,0,0.4325484385099654,0.0352920012790312,"The borrower is assigned high estimated credit risk, with a predicted PD of 81.32%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); duration_bucket_medium_term (0.463). The strongest downward model signals are: other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A122 (-0.200); duration_years (-0.170). The borrower belongs to risk cluster 0."
433,A14,24,A34,A45,2058,A61,A73,4,A91,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,85.75,7.629975707027789,2.0,0,0,8232,early_career,medium_term,medium_low_amount,0,0.4202800510437723,-0.3216238630329105,0.4202800510437724,foreign_worker_A201 (0.651); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); purpose_A45 (0.502); duration_bucket_medium_term (0.463),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); other_installment_plans_A143 (-0.428); property_A121 (-0.358); credit_amount_per_month (-0.189),0,389.2213552716375,0.1236114668850911,0,0.2407712126122921,0.00645172115789,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 42.03%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); purpose_A45 (0.502); duration_bucket_medium_term (0.463). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); other_installment_plans_A143 (-0.428); property_A121 (-0.358); credit_amount_per_month (-0.189). The borrower belongs to risk cluster 0."
463,A12,12,A32,A48,754,A65,A75,4,A93,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,62.833333333333336,6.626717749249025,1.0,0,0,3016,mid_career,short_term,low_amount,0,0.14356573397675998,-1.7859845608112352,0.14356573397675998,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); checking_account_status_A12 (0.237); credit_amount (0.196); installment_rate_pct_income (0.179),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); credit_amount_log (-0.306),0,48.711853538314664,0.1020129409408187,0,0.1905895561242885,0.0134363257573489,"The borrower is assigned low estimated credit risk, with a predicted PD of 14.36%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); checking_account_status_A12 (0.237); credit_amount (0.196); installment_rate_pct_income (0.179). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); credit_amount_log (-0.306). The borrower belongs to risk cluster 0."
931,A12,9,A32,A43,1670,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,185.55555555555551,7.421177528595393,0.75,0,0,6680,young,short_term,medium_low_amount,1,0.49357867695179547,-0.025686704454794484,0.49357867695179547,foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_bucket_young (0.459); employment_since_A72 (0.341); checking_account_status_A12 (0.237),other_installment_plans_A143 (-0.428); duration_years (-0.346); duration_months (-0.346); purpose_A43 (-0.251); age_years (-0.217),0,370.9243757292743,0.0695113743135939,0,0.1319481672329664,0.0070745813942215,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 49.36%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_bucket_young (0.459); employment_since_A72 (0.341); checking_account_status_A12 (0.237). The strongest downward model signals are: other_installment_plans_A143 (-0.428); duration_years (-0.346); duration_months (-0.346); purpose_A43 (-0.251); age_years (-0.217). The borrower belongs to risk cluster 0."
506,A13,15,A34,A41,2360,A63,A73,2,A93,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,157.33333333333334,7.766840537085513,1.25,0,0,4720,mid_career,medium_term,medium_high_amount,0,0.017362809171525724,-4.035909453649198,0.017362809171525724,foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); savings_account_A63 (0.170); job_A173 (0.130); credit_amount (0.067),purpose_A41 (-0.919); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428),0,18.43930334016032,0.1587786243703902,0,0.2997383253246048,0.0178189234161755,"The borrower is assigned low estimated credit risk, with a predicted PD of 1.74%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); savings_account_A63 (0.170); job_A173 (0.130); credit_amount (0.067). The strongest downward model signals are: purpose_A41 (-0.919); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 0."
799,A12,9,A32,A40,1549,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,172.11111111111111,7.346010209913293,0.75,0,0,6196,early_career,short_term,medium_low_amount,0,0.2083777747354777,-1.3347316326675678,0.2083777747354777,foreign_worker_A201 (0.651); purpose_A40 (0.443); employment_since_A72 (0.341); checking_account_status_A12 (0.237); installment_rate_pct_income (0.179),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409); property_A121 (-0.358); duration_years (-0.346),0,145.24972787936474,0.151149192761593,0,0.291891592622217,0.010406792900969,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 20.84%. The strongest upward model signals are: foreign_worker_A201 (0.651); purpose_A40 (0.443); employment_since_A72 (0.341); checking_account_status_A12 (0.237); installment_rate_pct_income (0.179). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409); property_A121 (-0.358); duration_years (-0.346). The borrower belongs to risk cluster 0."
228,A14,9,A32,A43,1478,A61,A74,4,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,164.22222222222223,7.2991214627108,0.75,0,0,5912,young,short_term,medium_low_amount,1,0.08546858423732884,-2.3702629475789045,0.0854685842373289,foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_bucket_young (0.459); installment_rate_pct_income (0.179); telephone_A191 (0.166),checking_account_status_A14 (-0.992); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); duration_years (-0.346),0,56.845155376247405,0.0236440738926174,0,0.0467951021907379,0.0004930455944969,"The borrower is assigned low estimated credit risk, with a predicted PD of 8.55%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_bucket_young (0.459); installment_rate_pct_income (0.179); telephone_A191 (0.166). The strongest downward model signals are: checking_account_status_A14 (-0.992); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); duration_years (-0.346). The borrower belongs to risk cluster 0."
235,A11,24,A32,A43,1823,A61,A71,4,A93,A101,2,A123,30,A142,A152,1,A174,2,A191,A201,75.95833333333333,7.508787170634276,2.0,0,0,7292,early_career,medium_term,medium_low_amount,1,0.842426354374154,1.676393304945842,0.842426354374154,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); people_liable (0.308),personal_status_sex_A93 (-0.467); purpose_A43 (-0.251); credit_amount_per_month (-0.213); other_installment_plans_A142 (-0.114); age_years (-0.087),0,691.0844598108373,0.1735435002875498,0,0.3044251146491437,0.042661885925956,"The borrower is assigned high estimated credit risk, with a predicted PD of 84.24%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); people_liable (0.308). The strongest downward model signals are: personal_status_sex_A93 (-0.467); purpose_A43 (-0.251); credit_amount_per_month (-0.213); other_installment_plans_A142 (-0.114); age_years (-0.087). The borrower belongs to risk cluster 0."
608,A14,18,A32,A43,2051,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,113.94444444444444,7.62657020629066,1.5,0,0,8204,early_career,medium_term,medium_low_amount,0,0.29433357146115596,-0.8744289240390166,0.29433357146115596,foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); employment_since_A72 (0.341); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A121 (-0.358); purpose_A43 (-0.251),0,271.6551697800739,0.0100861945091101,0,0.015423331079268,0.0047490579389521,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 29.43%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); employment_since_A72 (0.341); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A121 (-0.358); purpose_A43 (-0.251). The borrower belongs to risk cluster 0."
528,A11,36,A32,A43,2302,A61,A73,4,A91,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,63.94444444444444,7.741967899820685,3.0,1,0,9208,early_career,long_term,medium_low_amount,1,0.9439148695461628,2.823165258416732,0.9439148695461628,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); housing_A151 (0.488),other_installment_plans_A143 (-0.428); purpose_A43 (-0.251); credit_amount_per_month (-0.242); property_A123 (-0.083); age_years (-0.070),0,977.80141336287,0.1671614749774637,0,0.3121638824574969,0.0221590674974305,"The borrower is assigned high estimated credit risk, with a predicted PD of 94.39%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); housing_A151 (0.488). The strongest downward model signals are: other_installment_plans_A143 (-0.428); purpose_A43 (-0.251); credit_amount_per_month (-0.242); property_A123 (-0.083); age_years (-0.070). The borrower belongs to risk cluster 0."
682,A14,15,A33,A43,1478,A61,A73,4,A94,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,98.53333333333332,7.2991214627108,1.25,0,0,5912,early_career,medium_term,medium_low_amount,0,0.43439464161702307,-0.2639431549326065,0.434394641617023,foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); property_A121 (-0.358); purpose_A43 (-0.251); duration_years (-0.170); duration_months (-0.170),0,288.91587613948207,0.1225613382683374,0,0.2377161742111755,0.0074065023254993,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 43.44%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); duration_bucket_medium_term (0.463); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); property_A121 (-0.358); purpose_A43 (-0.251); duration_years (-0.170); duration_months (-0.170). The borrower belongs to risk cluster 0."
653,A12,36,A33,A40,8086,A62,A75,2,A93,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,224.61111111111111,8.998013113095823,3.0,1,1,16172,mid_career,long_term,high_amount,1,0.7151600488467548,0.9205789145599594,0.7151600488467548,foreign_worker_A201 (0.651); duration_years (0.448); duration_months (0.448); existing_credits (0.446); purpose_A40 (0.443),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); credit_amount (-0.395); telephone_A192 (-0.182),1,2602.2528697386865,0.3104595378274056,0,0.5322747750512837,0.0886443006035276,"The borrower is assigned high estimated credit risk, with a predicted PD of 71.52%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_years (0.448); duration_months (0.448); existing_credits (0.446); purpose_A40 (0.443). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); credit_amount (-0.395); telephone_A192 (-0.182). The borrower belongs to risk cluster 1."
532,A14,12,A33,A41,1503,A61,A73,4,A94,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,125.25,7.315883504509785,1.0,0,0,6012,mid_career,short_term,medium_low_amount,0,0.07130544720849652,-2.5668071704141857,0.07130544720849652,foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); installment_rate_pct_income (0.179); telephone_A191 (0.166),checking_account_status_A14 (-0.992); purpose_A41 (-0.919); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A121 (-0.358),0,48.227439219466625,0.1772787639035908,0,0.328922125779102,0.0256354020280795,"The borrower is assigned low estimated credit risk, with a predicted PD of 7.13%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); installment_rate_pct_income (0.179); telephone_A191 (0.166). The strongest downward model signals are: checking_account_status_A14 (-0.992); purpose_A41 (-0.919); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A121 (-0.358). The borrower belongs to risk cluster 0."
171,A14,12,A32,A42,763,A61,A73,4,A92,A101,1,A121,26,A143,A152,1,A173,1,A192,A201,63.583333333333336,6.638567789166521,1.0,0,0,3052,early_career,short_term,low_amount,0,0.21364377740374452,-1.3030998626921955,0.21364377740374452,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); purpose_A42 (0.201); credit_amount (0.196),checking_account_status_A14 (-0.992); other_installment_plans_A143 (-0.428); property_A121 (-0.358); credit_amount_log (-0.303); duration_years (-0.258),0,73.35459097157567,0.0465441636942002,0,0.0900195335087087,0.0030687938796917,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 21.36%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); purpose_A42 (0.201); credit_amount (0.196). The strongest downward model signals are: checking_account_status_A14 (-0.992); other_installment_plans_A143 (-0.428); property_A121 (-0.358); credit_amount_log (-0.303); duration_years (-0.258). The borrower belongs to risk cluster 0."
