,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket
978,A14,24,A33,A40,2538,A61,A75,4,A93,A101,4,A123,47,A143,A152,2,A172,2,A191,A201,105.75,7.839525581704678,2.0,0,0,10152,mid_career,medium_term,medium_high_amount
179,A11,21,A34,A40,571,A61,A75,4,A93,A101,4,A121,65,A143,A152,2,A173,1,A191,A201,27.19047619047619,6.349138991379798,1.75,0,0,2284,senior,medium_term,low_amount
314,A13,4,A32,A40,1494,A65,A72,1,A93,A101,2,A121,29,A143,A152,1,A172,2,A191,A202,373.5,7.3098814858247865,0.3333333333333333,0,0,1494,early_career,short_term,medium_low_amount
713,A11,9,A34,A43,1138,A61,A73,4,A93,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,126.44444444444444,7.037905963447182,0.75,0,0,4552,young,short_term,low_amount
618,A12,30,A32,A42,3441,A62,A73,2,A92,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,114.7,8.143807976771484,2.5,0,0,6882,young,long_term,medium_high_amount
94,A12,12,A32,A40,1318,A64,A75,4,A93,A101,4,A121,54,A143,A152,1,A173,1,A192,A201,109.83333333333333,7.1846291527173145,1.0,0,0,5272,senior,short_term,low_amount
983,A11,36,A32,A41,8229,A61,A73,2,A93,A101,2,A122,26,A143,A152,1,A173,2,A191,A201,228.58333333333334,9.015541293671115,3.0,1,1,16458,early_career,long_term,high_amount
53,A14,18,A32,A41,3378,A65,A73,2,A93,A101,1,A122,31,A143,A152,1,A173,1,A192,A201,187.66666666666666,8.12533508671429,1.5,0,0,6756,early_career,medium_term,medium_high_amount
491,A12,27,A30,A49,8318,A61,A75,2,A92,A101,4,A124,42,A143,A153,2,A174,1,A192,A201,308.0740740740741,9.026297334283887,2.25,0,1,16636,mid_career,long_term,high_amount
440,A14,12,A32,A40,1884,A61,A75,4,A93,A101,4,A123,39,A143,A152,1,A174,1,A192,A201,157.0,7.541683099882111,1.0,0,0,7536,mid_career,short_term,medium_low_amount
956,A13,30,A34,A43,3656,A65,A75,4,A93,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,121.86666666666666,8.204398418149381,2.5,0,0,14624,mid_career,long_term,medium_high_amount
180,A14,36,A33,A49,9572,A61,A72,1,A91,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,265.8888888888889,9.166701914946353,3.0,1,1,9572,early_career,long_term,high_amount
982,A13,21,A32,A40,2923,A62,A73,1,A92,A101,1,A123,28,A141,A152,1,A174,1,A192,A201,139.1904761904762,7.980707820869669,1.75,0,0,2923,early_career,medium_term,medium_high_amount
495,A11,24,A32,A42,2996,A65,A73,2,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,124.83333333333333,8.005367067316664,2.0,0,0,5992,young,medium_term,medium_high_amount
444,A12,48,A34,A42,5096,A61,A73,2,A92,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,106.16666666666667,8.536407410340042,4.0,1,1,10192,early_career,very_long_term,high_amount
95,A12,54,A30,A49,15945,A61,A72,3,A93,A101,4,A124,58,A143,A151,1,A173,1,A192,A201,295.27777777777777,9.67696329306244,4.5,1,1,47835,senior,very_long_term,high_amount
507,A12,15,A31,A40,6850,A62,A71,1,A93,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,456.6666666666667,8.832149906002899,1.25,0,1,6850,early_career,medium_term,high_amount
659,A12,18,A34,A42,6361,A61,A75,2,A93,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,353.3888888888889,8.758098072309089,1.5,0,1,12722,mid_career,medium_term,high_amount
382,A14,22,A32,A40,1283,A65,A74,4,A92,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,58.31818181818182,7.157735484249907,1.8333333333333333,0,0,5132,young,medium_term,low_amount
253,A14,24,A33,A42,4151,A62,A73,2,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,172.95833333333334,8.331345424845724,2.0,0,1,8302,early_career,medium_term,high_amount
833,A12,24,A32,A43,5084,A65,A75,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,211.83333333333334,8.53405030848266,2.0,0,1,10168,mid_career,medium_term,high_amount
92,A14,12,A34,A43,797,A65,A75,4,A92,A101,3,A122,33,A141,A152,1,A172,2,A191,A201,66.41666666666667,6.682108597449809,1.0,0,0,3188,early_career,short_term,low_amount
254,A12,9,A32,A42,2030,A65,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,225.55555555555554,7.616283561580385,0.75,0,0,4060,young,short_term,medium_low_amount
883,A14,18,A34,A43,1098,A61,A71,4,A92,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,61.0,7.002155954403621,1.5,0,0,4392,senior,medium_term,low_amount
973,A11,60,A32,A49,7297,A61,A75,4,A93,A102,4,A124,36,A143,A151,1,A173,1,A191,A201,121.61666666666666,8.895355616996392,5.0,1,1,29188,mid_career,very_long_term,high_amount
908,A14,15,A33,A41,3594,A61,A72,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,239.6,8.187299270155147,1.25,0,0,3594,mid_career,medium_term,medium_high_amount
554,A12,9,A32,A46,1199,A61,A74,4,A92,A101,4,A122,67,A143,A152,2,A174,1,A192,A201,133.22222222222223,7.090076835776092,0.75,0,0,4796,senior,short_term,low_amount
334,A11,24,A30,A42,4110,A61,A75,3,A93,A101,4,A124,23,A141,A151,2,A173,2,A191,A201,171.25,8.321421586897879,2.0,0,1,12330,young,medium_term,high_amount
605,A11,24,A31,A42,2828,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,117.83333333333333,7.947678571301568,2.0,0,0,11312,young,medium_term,medium_high_amount
937,A12,6,A32,A43,2063,A61,A72,4,A94,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,343.8333333333333,7.6324011266014535,0.5,0,0,8252,early_career,short_term,medium_low_amount
572,A14,24,A32,A41,5433,A65,A71,2,A92,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,226.375,8.600430789986293,2.0,0,1,10866,early_career,medium_term,high_amount
519,A14,6,A34,A43,700,A65,A75,4,A93,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,116.66666666666667,6.55250788703459,0.5,0,0,2800,mid_career,short_term,low_amount
520,A14,24,A34,A45,5507,A61,A75,3,A93,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,229.45833333333334,8.613956859848546,2.0,0,1,16521,mid_career,medium_term,high_amount
641,A12,15,A32,A45,1308,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,87.2,7.1770187659099,1.25,0,0,5232,mid_career,medium_term,low_amount
873,A14,15,A32,A44,874,A65,A72,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,58.266666666666666,6.774223886357614,1.25,0,0,3496,young,medium_term,low_amount
871,A13,6,A34,A40,1343,A61,A75,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,223.83333333333334,7.203405521083095,0.5,0,0,1343,mid_career,short_term,low_amount
527,A14,4,A34,A43,1503,A61,A74,2,A93,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,375.75,7.315883504509785,0.3333333333333333,0,0,3006,mid_career,short_term,medium_low_amount
454,A11,24,A32,A40,4817,A61,A74,2,A93,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,200.70833333333334,8.480114183174816,2.0,0,1,9634,early_career,medium_term,high_amount
416,A11,12,A32,A40,2579,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A172,2,A191,A201,214.91666666666666,7.855544677915663,1.0,0,0,10316,early_career,short_term,medium_high_amount
859,A14,9,A32,A40,3577,A62,A73,1,A93,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,397.44444444444446,8.182559264068665,0.75,0,0,3577,early_career,short_term,medium_high_amount
448,A13,12,A32,A42,1424,A65,A75,3,A92,A101,4,A121,55,A143,A152,1,A174,1,A192,A201,118.66666666666667,7.261927092702751,1.0,0,0,4272,senior,short_term,medium_low_amount
284,A12,24,A34,A40,3878,A62,A72,4,A91,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,161.58333333333334,8.263332667439967,2.0,0,0,15512,mid_career,medium_term,medium_high_amount
810,A12,8,A32,A49,907,A61,A72,3,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,113.375,6.811244378601294,0.6666666666666666,0,0,2721,early_career,short_term,low_amount
740,A11,24,A31,A40,2325,A62,A74,2,A93,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,96.875,7.75190533307861,2.0,0,0,4650,early_career,medium_term,medium_high_amount
310,A12,48,A32,A410,5381,A65,A71,3,A93,A101,4,A124,40,A141,A153,1,A171,1,A192,A201,112.10416666666667,8.590815331286851,4.0,1,1,16143,mid_career,very_long_term,high_amount
429,A11,18,A34,A45,1190,A61,A71,2,A92,A101,4,A124,55,A143,A153,3,A171,2,A191,A201,66.11111111111111,7.0825485693553,1.5,0,0,2380,senior,medium_term,low_amount
589,A11,12,A34,A42,2246,A61,A75,3,A93,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,187.16666666666666,7.717351272185329,1.0,0,0,6738,senior,short_term,medium_low_amount
39,A12,9,A32,A43,458,A61,A73,4,A93,A101,3,A121,24,A143,A152,1,A173,1,A191,A201,50.888888888888886,6.129050210060545,0.75,0,0,1832,young,short_term,low_amount
738,A14,6,A34,A40,6761,A61,A74,1,A93,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,1126.8333333333333,8.819073983267831,0.5,0,1,6761,mid_career,short_term,high_amount
445,A14,9,A34,A46,1244,A65,A75,4,A92,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,138.22222222222223,7.126890808898808,0.75,0,0,4976,mid_career,short_term,low_amount
268,A11,14,A32,A40,8978,A61,A75,1,A91,A101,4,A122,45,A143,A152,1,A174,1,A192,A202,641.2857142857143,9.102643796520809,1.1666666666666667,0,1,8978,mid_career,medium_term,high_amount
851,A14,24,A34,A41,4042,A65,A74,3,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,168.41666666666666,8.304742269640771,2.0,0,1,12126,mid_career,medium_term,high_amount
23,A12,12,A34,A41,1804,A62,A72,3,A93,A101,4,A122,44,A143,A152,1,A173,1,A191,A201,150.33333333333334,7.498315870766981,1.0,0,0,5412,mid_career,short_term,medium_low_amount
778,A14,36,A34,A41,5711,A64,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,158.63888888888889,8.65032450401942,3.0,1,1,22844,mid_career,long_term,high_amount
240,A11,24,A32,A40,915,A65,A75,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,38.125,6.82001636467413,2.0,0,0,3660,early_career,medium_term,low_amount
300,A14,6,A32,A40,672,A61,A71,1,A92,A101,4,A121,54,A143,A152,1,A171,1,A192,A201,112.0,6.511745329644728,0.5,0,0,672,senior,short_term,low_amount
500,A11,24,A32,A40,3123,A61,A72,4,A92,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,130.125,8.046869510959576,2.0,0,0,12492,early_career,medium_term,medium_high_amount
795,A14,9,A32,A42,2301,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,255.66666666666666,7.741533589281828,0.75,0,0,4602,young,short_term,medium_low_amount
425,A12,18,A32,A41,2779,A61,A73,1,A94,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,154.38888888888889,7.930206206684683,1.5,0,0,2779,young,medium_term,medium_high_amount
227,A11,12,A32,A42,7865,A61,A75,4,A93,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,655.4166666666666,8.970304952991755,1.0,0,1,31460,senior,short_term,high_amount
651,A12,12,A32,A42,1922,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,160.16666666666666,7.56164174558878,1.0,0,0,7688,mid_career,short_term,medium_low_amount
774,A13,12,A34,A40,1480,A63,A71,2,A93,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,123.33333333333333,7.300472814267799,1.0,0,0,2960,senior,short_term,medium_low_amount
4,A11,24,A33,A40,4870,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,202.91666666666666,8.491054533806542,2.0,0,1,14610,senior,medium_term,high_amount
61,A12,15,A34,A43,1537,A65,A75,4,A93,A103,4,A121,50,A143,A152,2,A173,1,A192,A201,102.46666666666667,7.338238150065589,1.25,0,0,6148,mid_career,medium_term,medium_low_amount
188,A11,12,A32,A43,674,A62,A74,4,A94,A101,1,A122,20,A143,A152,1,A173,1,A191,A201,56.166666666666664,6.51471269087253,1.0,0,0,2696,young,short_term,low_amount
516,A11,6,A34,A40,1361,A61,A72,2,A93,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,226.83333333333334,7.216709486709457,0.5,0,0,2722,mid_career,short_term,low_amount
41,A12,12,A32,A43,1158,A63,A73,3,A91,A101,1,A123,26,A143,A152,1,A173,1,A192,A201,96.5,7.055312843339752,1.0,0,0,3474,early_career,short_term,low_amount
97,A12,18,A32,A49,2622,A62,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A191,A201,145.66666666666666,7.872073979866873,1.5,0,0,10488,early_career,medium_term,medium_high_amount
714,A12,60,A32,A40,14027,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,233.78333333333333,9.548810611260068,5.0,1,1,56108,early_career,very_long_term,high_amount
919,A11,24,A32,A42,3345,A61,A75,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,139.375,8.11552088154677,2.0,0,0,13380,mid_career,medium_term,medium_high_amount
990,A14,12,A34,A46,3565,A65,A72,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,297.0833333333333,8.179199798423086,1.0,0,0,7130,mid_career,short_term,medium_high_amount
700,A14,12,A32,A42,1123,A63,A73,4,A92,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,93.58333333333333,7.024649030453636,1.0,0,0,4492,early_career,short_term,low_amount
865,A14,15,A32,A42,2221,A63,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,148.06666666666666,7.706162970199576,1.25,0,0,4442,young,medium_term,medium_low_amount
868,A14,36,A32,A49,7409,A65,A75,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,205.80555555555554,8.910585718290132,3.0,1,1,22227,mid_career,long_term,high_amount
65,A14,27,A32,A45,5190,A65,A75,4,A93,A101,4,A122,48,A143,A152,4,A173,2,A192,A201,192.22222222222223,8.55468163582723,2.25,0,1,20760,mid_career,long_term,high_amount
441,A11,12,A32,A42,1620,A61,A73,2,A92,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,135.0,7.390798521735676,1.0,0,0,3240,early_career,short_term,medium_low_amount
838,A11,24,A34,A41,2957,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,123.20833333333333,7.992268643270745,2.0,0,0,11828,senior,medium_term,medium_high_amount
822,A11,36,A32,A42,2712,A61,A75,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,75.33333333333333,7.905810312658931,3.0,1,0,5424,mid_career,long_term,medium_high_amount
901,A14,20,A34,A40,3485,A65,A72,2,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,174.25,8.156510226079966,1.6666666666666667,0,0,6970,mid_career,medium_term,medium_high_amount
117,A11,10,A34,A42,2132,A65,A72,2,A92,A102,3,A121,27,A143,A151,2,A173,1,A191,A202,213.2,7.665284718471351,0.8333333333333334,0,0,4264,early_career,short_term,medium_low_amount
934,A11,12,A32,A43,1498,A61,A73,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,124.83333333333333,7.312553498102598,1.0,0,0,5992,young,short_term,medium_low_amount
900,A11,16,A34,A40,2625,A61,A75,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,164.0625,7.873217054862741,1.3333333333333333,0,0,5250,mid_career,medium_term,medium_high_amount
488,A14,10,A32,A40,1418,A62,A73,3,A93,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,141.8,7.257707677160043,0.8333333333333334,0,0,4254,early_career,short_term,medium_low_amount
124,A12,18,A32,A42,1924,A65,A72,4,A92,A101,3,A121,27,A143,A151,1,A173,1,A191,A201,106.88888888888889,7.562681246721884,1.5,0,0,7696,early_career,medium_term,medium_low_amount
920,A14,18,A34,A42,1817,A61,A73,4,A92,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,100.94444444444444,7.505492274737424,1.5,0,0,7268,early_career,medium_term,medium_low_amount
362,A13,12,A33,A40,2247,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,187.25,7.717796211013582,1.0,0,0,4494,mid_career,short_term,medium_low_amount
386,A14,18,A32,A43,1126,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,62.55555555555556,7.027314514039777,1.5,0,0,4504,young,medium_term,low_amount
492,A14,6,A34,A43,1237,A62,A73,1,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,206.16666666666666,7.121252453244542,0.5,0,0,1237,early_career,short_term,low_amount
545,A11,24,A33,A40,1333,A61,A71,4,A93,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,55.541666666666664,7.195937226475569,2.0,0,0,5332,mid_career,medium_term,low_amount
298,A14,18,A32,A42,2515,A61,A73,3,A93,A101,4,A121,43,A143,A152,1,A173,1,A192,A201,139.72222222222223,7.830425617820331,1.5,0,0,7545,mid_career,medium_term,medium_high_amount
417,A11,18,A33,A46,8471,A65,A73,1,A92,A101,2,A123,23,A143,A151,2,A173,1,A192,A201,470.6111111111111,9.044521887281242,1.5,0,1,8471,young,medium_term,high_amount
749,A14,15,A32,A41,3029,A61,A74,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,201.93333333333334,8.016317898503415,1.25,0,0,6058,early_career,medium_term,medium_high_amount
